fixture,candidate,component,intervals,estimate,reference,absolute_error,reference_interval_lower,reference_interval_upper,point_to_interval_distance,passed
depth_x5.5_y2,constant_width,maximum,1024,0.010589072031877153,0.01058907344975959,1.4178824364607934e-09,0.010589073449759588,0.010589073449759592,0.0,True
depth_x6_y0,isotropic,individual_1,512,0.5725580111998022,0.5725580111979328,1.8693935288638386e-12,0.5725580111979328,0.5725580111979328,1.8693935288638386e-12,True
depth_x6_y0,isotropic,union,512,0.5725580111998022,0.5725580111979328,1.8693935288638386e-12,0.5725580111979328,0.5725580111979328,1.8693935288638386e-12,True
depth_x6_y0,isotropic,maximum,512,0.5725580111998022,0.5725580111979328,1.8693935288638386e-12,0.5725580111979327,0.5725580111979329,0.0,True
depth_x6_y0,expanding,individual_1,1024,0.0833333382809845,0.08333333333333336,4.947651149889154e-09,0.08333333333333336,0.08333333333333336,4.947651149889154e-09,True
depth_x6_y0,expanding,union,1024,0.0833333382809845,0.08333333333333336,4.947651149889154e-09,0.08333333333333336,0.08333333333333336,4.947651149889154e-09,True
depth_x6_y0,expanding,maximum,1024,0.0833333382809845,0.08333333333333336,4.947651149889154e-09,0.08333333333333334,0.08333333333333337,0.0,True
depth_x6_y0,constant_width,individual_1,1024,0.0833333382809845,0.08333333333333336,4.947651149889154e-09,0.08333333333333336,0.08333333333333336,4.947651149889154e-09,True
depth_x6_y0,constant_width,union,1024,0.0833333382809845,0.08333333333333336,4.947651149889154e-09,0.08333333333333336,0.08333333333333336,4.947651149889154e-09,True
depth_x6_y0,constant_width,maximum,1024,0.0833333382809845,0.08333333333333336,4.947651149889154e-09,0.08333333333333334,0.08333333333333337,0.0,True
depth_x6_y2,isotropic,individual_1,512,0.45034147982199685,0.4503414798201268,1.8700596626786137e-12,0.4503414798201268,0.4503414798201268,1.8700596626786137e-12,True
depth_x6_y2,isotropic,union,512,0.45034147982199685,0.4503414798201268,1.8700596626786137e-12,0.4503414798201268,0.4503414798201268,1.8700596626786137e-12,True
depth_x6_y2,isotropic,maximum,512,0.45034147982199685,0.4503414798201268,1.8700596626786137e-12,0.45034147982012673,0.45034147982012684,0.0,True
depth_x6_y2,expanding,individual_1,1024,0.05585569373014478,0.05585569023282207,3.4973227161505527e-09,0.05585569023282207,0.05585569023282207,3.4973227161505527e-09,True
depth_x6_y2,expanding,union,1024,0.05585569373014478,0.05585569023282207,3.4973227161505527e-09,0.05585569023282207,0.05585569023282207,3.4973227161505527e-09,True
depth_x6_y2,expanding,maximum,1024,0.05585569373014478,0.05585569023282207,3.4973227161505527e-09,0.05585569023282206,0.055855690232822074,0.0,True
depth_x6_y2,constant_width,individual_1,1024,0.05306573495975319,0.053065731461139756,3.4986134336834063e-09,0.053065731461139756,0.053065731461139756,3.4986134336834063e-09,True
depth_x6_y2,constant_width,union,1024,0.05306573495975319,0.053065731461139756,3.4986134336834063e-09,0.053065731461139756,0.053065731461139756,3.4986134336834063e-09,True
depth_x6_y2,constant_width,maximum,1024,0.05306573495975319,0.053065731461139756,3.4986134336834063e-09,0.05306573146113975,0.05306573146113976,0.0,True
depth_x10_y0,isotropic,individual_1,512,0.49509952584635036,0.4950995258535656,7.21522841473643e-12,0.4950995258535656,0.4950995258535656,7.21522841473643e-12,True
depth_x10_y0,isotropic,union,512,0.49509952584635036,0.4950995258535656,7.21522841473643e-12,0.4950995258535656,0.4950995258535656,7.21522841473643e-12,True
depth_x10_y0,isotropic,maximum,512,0.49509952584635036,0.4950995258535656,7.21522841473643e-12,0.49509952585356554,0.49509952585356565,0.0,True
depth_x10_y0,expanding,individual_1,2048,0.4499999985176449,0.45000000000000007,1.4823551830467352e-09,0.45000000000000007,0.45000000000000007,1.4823551830467352e-09,True
depth_x10_y0,expanding,union,2048,0.4499999985176449,0.45000000000000007,1.4823551830467352e-09,0.45000000000000007,0.45000000000000007,1.4823551830467352e-09,True
depth_x10_y0,expanding,maximum,2048,0.4499999985176449,0.45000000000000007,1.4823551830467352e-09,0.45,0.4500000000000001,0.0,True
depth_x10_y0,constant_width,individual_1,2048,0.4499999985176449,0.45000000000000007,1.4823551830467352e-09,0.45000000000000007,0.45000000000000007,1.4823551830467352e-09,True
depth_x10_y0,constant_width,union,2048,0.4499999985176449,0.45000000000000007,1.4823551830467352e-09,0.45000000000000007,0.45000000000000007,1.4823551830467352e-09,True
depth_x10_y0,constant_width,maximum,2048,0.4499999985176449,0.45000000000000007,1.4823551830467352e-09,0.45,0.4500000000000001,0.0,True
depth_x10_y2,isotropic,individual_1,512,0.4310493950947813,0.4310493951012878,6.506517546966961e-12,0.4310493951012878,0.4310493951012878,6.506517546966961e-12,True
depth_x10_y2,isotropic,union,512,0.4310493950947813,0.4310493951012878,6.506517546966961e-12,0.4310493951012878,0.4310493951012878,6.506517546966961e-12,True
depth_x10_y2,isotropic,maximum,512,0.4310493950947813,0.4310493951012878,6.506517546966961e-12,0.43104939510128776,0.43104939510128787,0.0,True
depth_x10_y2,expanding,individual_1,1024,0.37125370057275825,0.371253708224495,7.651736744218596e-09,0.371253708224495,0.371253708224495,7.651736744218596e-09,True
depth_x10_y2,expanding,union,1024,0.37125370057275825,0.371253708224495,7.651736744218596e-09,0.371253708224495,0.371253708224495,7.651736744218596e-09,True
depth_x10_y2,expanding,maximum,1024,0.37125370057275825,0.371253708224495,7.651736744218596e-09,0.37125370822449494,0.37125370822449505,0.0,True
depth_x10_y2,constant_width,individual_1,1024,0.332257521519919,0.33225752895577393,7.4358549317921074e-09,0.33225752895577393,0.33225752895577393,7.4358549317921074e-09,True
depth_x10_y2,constant_width,union,1024,0.332257521519919,0.33225752895577393,7.4358549317921074e-09,0.33225752895577393,0.33225752895577393,7.4358549317921074e-09,True
depth_x10_y2,constant_width,maximum,1024,0.332257521519919,0.33225752895577393,7.4358549317921074e-09,0.3322575289557739,0.332257528955774,0.0,True
depth_x20_y0,isotropic,individual_1,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.2491062951949334,0.2491062951949334,2.8863661460931667e-11,True
depth_x20_y0,isotropic,union,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.2491062951949334,0.2491062951949334,2.8863661460931667e-11,True
depth_x20_y0,isotropic,maximum,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.24910629519493338,0.24910629519493344,0.0,True
depth_x20_y0,expanding,individual_1,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
depth_x20_y0,expanding,union,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
depth_x20_y0,expanding,maximum,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.7249999999999999,0.7250000000000001,0.0,True
depth_x20_y0,constant_width,individual_1,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
depth_x20_y0,constant_width,union,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
depth_x20_y0,constant_width,maximum,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.7249999999999999,0.7250000000000001,0.0,True
depth_x20_y2,isotropic,individual_1,512,0.24026480109741932,0.24026480112601672,2.859740222405094e-11,0.24026480112601672,0.24026480112601672,2.859740222405094e-11,True
depth_x20_y2,isotropic,union,512,0.24026480109741932,0.24026480112601672,2.859740222405094e-11,0.24026480112601672,0.24026480112601672,2.859740222405094e-11,True
depth_x20_y2,isotropic,maximum,512,0.24026480109741932,0.24026480112601672,2.859740222405094e-11,0.2402648011260167,0.24026480112601675,0.0,True
depth_x20_y2,expanding,individual_1,2048,0.6767106757590642,0.676710680048975,4.289910870980407e-09,0.676710680048975,0.676710680048975,4.289910870980407e-09,True
depth_x20_y2,expanding,union,2048,0.6767106757590642,0.676710680048975,4.289910870980407e-09,0.676710680048975,0.676710680048975,4.289910870980407e-09,True
depth_x20_y2,expanding,maximum,2048,0.6767106757590642,0.676710680048975,4.289910870980407e-09,0.6767106800489749,0.6767106800489752,0.0,True
depth_x20_y2,constant_width,individual_1,2048,0.5840681144277332,0.5840681186870849,4.259351649160692e-09,0.5840681186870849,0.5840681186870849,4.259351649160692e-09,True
depth_x20_y2,constant_width,union,2048,0.5840681144277332,0.5840681186870849,4.259351649160692e-09,0.5840681186870849,0.5840681186870849,4.259351649160692e-09,True
depth_x20_y2,constant_width,maximum,2048,0.5840681144277332,0.5840681186870849,4.259351649160692e-09,0.5840681186870847,0.584068118687085,0.0,True
depth_x40_y0,isotropic,individual_1,512,0.12455314736647953,0.1245531475974707,2.3099117063551944e-10,0.1245531475974707,0.1245531475974707,2.3099117063551944e-10,True
depth_x40_y0,isotropic,union,512,0.12455314736647953,0.1245531475974707,2.3099117063551944e-10,0.1245531475974707,0.1245531475974707,2.3099117063551944e-10,True
depth_x40_y0,isotropic,maximum,512,0.12455314736647953,0.1245531475974707,2.3099117063551944e-10,0.12455314759747069,0.12455314759747071,0.0,True
depth_x40_y0,expanding,individual_1,4096,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,0.8624999999999999,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,expanding,union,4096,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,0.8624999999999999,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,expanding,maximum,4096,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,0.8624999999999998,0.8625,0.0,True
depth_x40_y0,constant_width,individual_1,4096,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,0.8624999999999999,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,constant_width,union,4096,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,0.8624999999999999,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,constant_width,maximum,4096,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,0.8624999999999998,0.8625,0.0,True
depth_x40_y2,isotropic,individual_1,512,0.1234252638843721,0.12342526411483155,2.3045945707345084e-10,0.12342526411483155,0.12342526411483155,2.3045945707345084e-10,True
depth_x40_y2,isotropic,union,512,0.1234252638843721,0.12342526411483155,2.3045945707345084e-10,0.12342526411483155,0.12342526411483155,2.3045945707345084e-10,True
depth_x40_y2,isotropic,maximum,512,0.1234252638843721,0.12342526411483155,2.3045945707345084e-10,0.12342526411483154,0.12342526411483157,0.0,True
depth_x40_y2,expanding,individual_1,4096,0.8429185185506197,0.8429185207578469,2.2072271788076137e-09,0.8429185207578469,0.8429185207578469,2.2072271788076137e-09,True
depth_x40_y2,expanding,union,4096,0.8429185185506197,0.8429185207578469,2.2072271788076137e-09,0.8429185207578469,0.8429185207578469,2.2072271788076137e-09,True
depth_x40_y2,expanding,maximum,4096,0.8429185185506197,0.8429185207578469,2.2072271788076137e-09,0.8429185207578467,0.8429185207578469,0.0,True
depth_x40_y2,constant_width,individual_1,4096,0.7185585601452127,0.7185585623484995,2.203286775248614e-09,0.7185585623484995,0.7185585623484995,2.203286775248614e-09,True
depth_x40_y2,constant_width,union,4096,0.7185585601452127,0.7185585623484995,2.203286775248614e-09,0.7185585623484995,0.7185585623484995,2.203286775248614e-09,True
depth_x40_y2,constant_width,maximum,4096,0.7185585601452127,0.7185585623484995,2.203286775248614e-09,0.7185585623484994,0.7185585623484996,0.0,True
equal_minimum_one,isotropic,individual_1,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_one,isotropic,union,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_one,isotropic,maximum,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315296,0.151090605563153,0.0,True
equal_minimum_one,expanding,individual_1,2048,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,0.13292762915006986,0.13292762915006986,3.312672358646296e-11,True
equal_minimum_one,expanding,union,2048,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,0.13292762915006986,0.13292762915006986,3.312672358646296e-11,True
equal_minimum_one,expanding,maximum,2048,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,0.13292762915006984,0.1329276291500699,0.0,True
equal_minimum_one,constant_width,individual_1,2048,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,0.10534853579192392,0.10534853579192392,3.1551128376605675e-10,True
equal_minimum_one,constant_width,union,2048,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,0.10534853579192392,0.10534853579192392,3.1551128376605675e-10,True
equal_minimum_one,constant_width,maximum,2048,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,0.10534853579192391,0.10534853579192394,0.0,True
equal_minimum_three,isotropic,individual_1,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_three,isotropic,individual_2,512,0.15203460294462212,0.15203460294466228,4.016231791581504e-14,0.15203460294466228,0.15203460294466228,4.016231791581504e-14,True
equal_minimum_three,isotropic,individual_3,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_three,isotropic,union,512,0.4268168846242686,0.4268168846593185,3.5049907420869886e-11,0.4268168846593185,0.4268168846593185,3.5049907420869886e-11,True
equal_minimum_three,isotropic,maximum,512,0.3899661789621929,0.3899661788358407,1.2635215096423735e-10,0.3899661788358407,0.38996617883584084,0.0,True
equal_minimum_three,expanding,individual_1,8192,0.22779054834775647,0.2277905483597546,1.1998124715972835e-11,0.2277905483597546,0.2277905483597546,1.1998124715972835e-11,True
equal_minimum_three,expanding,individual_2,8192,0.26121259928295454,0.2612125992282875,5.466704866563532e-11,0.2612125992282875,0.2612125992282875,5.466704866563532e-11,True
equal_minimum_three,expanding,individual_3,8192,0.13292762915918796,0.13292762915006986,9.118095167792717e-12,0.13292762915006986,0.13292762915006986,9.118095167792717e-12,True
equal_minimum_three,expanding,union,8192,0.45823835653981,0.4582383565139886,2.5821400573278197e-11,0.4582383565139886,0.4582383565139886,2.5821400573278197e-11,True
equal_minimum_three,expanding,maximum,8192,0.37006332722802343,0.37006331847771207,8.750311364380536e-09,0.370063318477712,0.3700633184777121,0.0,True
equal_minimum_three,constant_width,individual_1,8192,0.0808052806116531,0.08080528061931033,7.65723595641532e-12,0.08080528061931033,0.08080528061931033,7.65723595641532e-12,True
equal_minimum_three,constant_width,individual_2,8192,0.15016022527435288,0.1501602252239141,5.043879203192603e-11,0.1501602252239141,0.1501602252239141,5.043879203192603e-11,True
equal_minimum_three,constant_width,individual_3,8192,0.10534853580525703,0.10534853579192392,1.3333112391933355e-11,0.10534853579192392,0.10534853579192392,1.3333112391933355e-11,True
equal_minimum_three,constant_width,union,8192,0.30583584976936745,0.3058358497258181,4.3549330808190234e-11,0.3058358497258181,0.3058358497258181,4.3549330808190234e-11,True
equal_minimum_three,constant_width,maximum,8192,0.27105051514560097,0.2710505198910037,4.7454027374271845e-09,0.27105051989100365,0.27105051989100376,0.0,True
star_edge_1,isotropic,individual_1,512,0.11848451632553929,0.1184845163477458,2.2206514405098687e-11,0.1184845163477458,0.1184845163477458,2.2206514405098687e-11,True
star_edge_1,isotropic,individual_2,512,0.1946554623696369,0.19465546225129762,1.1833928281745898e-10,0.19465546225129762,0.19465546225129762,1.1833928281745898e-10,True
star_edge_1,isotropic,individual_3,512,1.903240430963621e-15,1.9032404275524727e-15,3.411148150146007e-24,1.9032404275524727e-15,1.9032404275524727e-15,3.411148150146007e-24,True
star_edge_1,isotropic,individual_4,512,6.231286470596216e-06,6.231284694420956e-06,1.7761752601003146e-12,6.231284694420956e-06,6.231284694420956e-06,1.7761752601003146e-12,True
star_edge_1,isotropic,union,512,0.3131457185188808,0.3131457184209646,9.791617516796691e-11,0.3131457184209646,0.3131457184209646,9.791617516796691e-11,True
star_edge_1,isotropic,maximum,512,0.31312507862204436,0.31312507652396643,2.098077933609943e-09,0.3131250765239649,0.313125076523965,1.4432899320127035e-15,True
star_edge_1,expanding,individual_1,4096,0.14090434732148907,0.14090434760793316,2.864440906691357e-10,0.14090434760793316,0.14090434760793316,2.864440906691357e-10,True
star_edge_1,expanding,individual_2,4096,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,0.07763932022500211,0.07763932022500211,4.905610639927005e-11,True
star_edge_1,expanding,individual_3,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_1,expanding,individual_4,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_1,expanding,union,4096,0.21053456907959464,0.21053456931800152,2.3840687757292756e-10,0.21053456931800152,0.21053456931800152,2.3840687757292756e-10,True
star_edge_1,expanding,maximum,4096,0.2087599494745456,0.20875990789799737,4.1576548232002963e-08,0.20875990789799734,0.2087599078979974,0.0,True
star_edge_1,constant_width,individual_1,4096,0.04256167739837771,0.04256167763870752,2.4032980466826004e-10,0.04256167763870752,0.04256167763870752,2.4032980466826004e-10,True
star_edge_1,constant_width,individual_2,4096,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,0.07763932022500211,0.07763932022500211,4.905610639927005e-11,True
star_edge_1,constant_width,individual_3,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_1,constant_width,individual_4,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_1,constant_width,union,4096,0.12020011277253273,0.12020011296378928,1.9125655226215343e-10,0.12020011296378928,0.12020011296378928,1.9125655226215343e-10,True
star_edge_1,constant_width,maximum,4096,0.12019943993295512,0.12019944258607376,2.653118641449126e-09,0.12019944258607346,0.12019944258607348,2.7755575615628914e-16,True
star_edge_2,isotropic,individual_1,512,0.199285036099575,0.1992850361559531,5.6378096635611996e-11,0.1992850361559531,0.1992850361559531,5.6378096635611996e-11,True
star_edge_2,isotropic,individual_2,512,8.032435568810158e-06,8.032435569258033e-06,4.478754471242893e-16,8.032435569258033e-06,8.032435569258033e-06,4.478754471242893e-16,True
star_edge_2,isotropic,individual_3,512,8.032435568810158e-06,8.032435569258033e-06,4.478754471242893e-16,8.032435569258033e-06,8.032435569258033e-06,4.478754471242893e-16,True
star_edge_2,isotropic,individual_4,512,6.31328016935915e-06,6.313278656484485e-06,1.5128746652586325e-12,6.313278656484485e-06,6.313278656484485e-06,1.5128746652586325e-12,True
star_edge_2,isotropic,union,512,0.19930684594379058,0.19930684599864648,5.485589760212406e-11,0.19930684599864648,0.19930684599864648,5.485589760212406e-11,True
star_edge_2,isotropic,maximum,512,0.19929255152896672,0.19929255160112527,7.215855690745343e-11,0.19929255160112513,0.1992925516011252,8.326672684688674e-17,True
star_edge_2,expanding,individual_1,2048,0.7800000157174812,0.78,1.5717481205435035e-08,0.78,0.78,1.5717481205435035e-08,True
star_edge_2,expanding,individual_2,2048,8.255276221424821e-07,8.255276562618209e-07,3.411933880703168e-14,8.255276562618209e-07,8.255276562618209e-07,3.411933880703168e-14,True
star_edge_2,expanding,individual_3,2048,8.255276221424821e-07,8.255276562618209e-07,3.411933880703168e-14,8.255276562618209e-07,8.255276562618209e-07,3.411933880703168e-14,True
star_edge_2,expanding,individual_4,2048,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_2,expanding,union,2048,0.7800000157174812,0.78,1.5717481205435035e-08,0.78,0.78,1.5717481205435035e-08,True
star_edge_2,expanding,maximum,2048,0.7800000157174812,0.78,1.5717481205435035e-08,0.7799999999999999,0.7800000000000001,0.0,True
star_edge_2,constant_width,individual_1,2048,0.7800000157174812,0.78,1.5717481205435035e-08,0.78,0.78,1.5717481205435035e-08,True
star_edge_2,constant_width,individual_2,2048,5.3891719699959285e-08,5.389170311119383e-08,1.6588765453278867e-14,5.389170311119383e-08,5.389170311119383e-08,1.6588765453278867e-14,True
star_edge_2,constant_width,individual_3,2048,5.3891719699959285e-08,5.389170311119383e-08,1.6588765453278867e-14,5.389170311119383e-08,5.389170311119383e-08,1.6588765453278867e-14,True
star_edge_2,constant_width,individual_4,2048,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_2,constant_width,union,2048,0.7800000157174812,0.78,1.5717481205435035e-08,0.78,0.78,1.5717481205435035e-08,True
star_edge_2,constant_width,maximum,2048,0.7800000157174812,0.78,1.5717481205435035e-08,0.7799999999999999,0.7800000000000001,0.0,True
star_edge_3,isotropic,individual_1,512,0.11848451632553929,0.1184845163477458,2.2206514405098687e-11,0.1184845163477458,0.1184845163477458,2.2206514405098687e-11,True
star_edge_3,isotropic,individual_2,512,1.903240430963621e-15,1.9032404275524727e-15,3.411148150146007e-24,1.9032404275524727e-15,1.9032404275524727e-15,3.411148150146007e-24,True
star_edge_3,isotropic,individual_3,512,0.1946554623696369,0.19465546225129762,1.1833928281745898e-10,0.19465546225129762,0.19465546225129762,1.1833928281745898e-10,True
star_edge_3,isotropic,individual_4,512,1.0247796736349103e-05,1.0247796586722702e-05,1.4962640162790274e-13,1.0247796586722702e-05,1.0247796586722702e-05,1.4962640162790274e-13,True
star_edge_3,isotropic,union,512,0.3131491764571914,0.31314917636090905,9.628237096492853e-11,0.31314917636090905,0.31314917636090905,9.628237096492853e-11,True
star_edge_3,isotropic,maximum,512,0.31312507862204436,0.31312507652396643,2.098077933609943e-09,0.3131250765239649,0.313125076523965,1.4432899320127035e-15,True
star_edge_3,expanding,individual_1,4096,0.14090434732148907,0.14090434760793316,2.864440906691357e-10,0.14090434760793316,0.14090434760793316,2.864440906691357e-10,True
star_edge_3,expanding,individual_2,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_3,expanding,individual_3,4096,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,0.07763932022500211,0.07763932022500211,4.905610639927005e-11,True
star_edge_3,expanding,individual_4,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_3,expanding,union,4096,0.21053456907959464,0.21053456931800152,2.3840687757292756e-10,0.21053456931800152,0.21053456931800152,2.3840687757292756e-10,True
star_edge_3,expanding,maximum,4096,0.2087599494745456,0.20875990789799737,4.1576548232002963e-08,0.20875990789799734,0.2087599078979974,0.0,True
star_edge_3,constant_width,individual_1,4096,0.04256167739837771,0.04256167763870752,2.4032980466826004e-10,0.04256167763870752,0.04256167763870752,2.4032980466826004e-10,True
star_edge_3,constant_width,individual_2,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_3,constant_width,individual_3,4096,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,0.07763932022500211,0.07763932022500211,4.905610639927005e-11,True
star_edge_3,constant_width,individual_4,4096,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_3,constant_width,union,4096,0.12020011277253273,0.12020011296378928,1.9125655226215343e-10,0.12020011296378928,0.12020011296378928,1.9125655226215343e-10,True
star_edge_3,constant_width,maximum,4096,0.12019943993295512,0.12019944258607376,2.653118641449126e-09,0.12019944258607346,0.12019944258607348,2.7755575615628914e-16,True
star_edge_4,isotropic,individual_1,1024,0.003041815730725072,0.003041815730551631,1.7344068889424413e-13,0.003041815730551631,0.003041815730551631,1.7344068889424413e-13,True
star_edge_4,isotropic,individual_2,1024,1.817737236250923e-24,1.8177371475062362e-24,8.874468657676961e-32,1.8177371475062362e-24,1.8177371475062362e-24,8.874468657676961e-32,True
star_edge_4,isotropic,individual_3,1024,2.9811054672663105e-24,2.9811054488651906e-24,1.8401119874820962e-32,2.9811054488651906e-24,2.9811054488651906e-24,1.8401119874820962e-32,True
star_edge_4,isotropic,individual_4,1024,0.41161734248076315,0.41161734248055937,2.0378143616994748e-13,0.41161734248055937,0.41161734248055937,2.0378143616994748e-13,True
star_edge_4,isotropic,union,1024,0.41465092463616465,0.4146509246357874,3.772537837676282e-13,0.4146509246357874,0.4146509246357874,3.772537837676282e-13,True
star_edge_4,isotropic,maximum,1024,0.41410846927278877,0.414108459545611,9.727177785467944e-09,0.41410845954561093,0.41410845954561104,0.0,True
star_edge_4,expanding,individual_1,1024,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_4,expanding,individual_2,1024,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_4,expanding,individual_3,1024,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_4,expanding,individual_4,1024,0.2265808321130849,0.22658080312564893,2.8987435979344056e-08,0.22658080312564893,0.22658080312564893,2.8987435979344056e-08,True
star_edge_4,expanding,union,1024,0.2265808321130849,0.22658080312564893,2.8987435979344056e-08,0.22658080312564893,0.22658080312564893,2.8987435979344056e-08,True
star_edge_4,expanding,maximum,1024,0.2265808321130849,0.22658080312564893,2.8987435979344056e-08,0.2265808031256489,0.22658080312564896,0.0,True
star_edge_4,constant_width,individual_1,1024,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_4,constant_width,individual_2,1024,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_4,constant_width,individual_3,1024,0.0,0.0,0.0,0.0,0.0,0.0,True
star_edge_4,constant_width,individual_4,1024,0.2243752034242107,0.22437517451824526,2.890596542681756e-08,0.22437517451824526,0.22437517451824526,2.890596542681756e-08,True
star_edge_4,constant_width,union,1024,0.2243752034242107,0.22437517451824526,2.890596542681756e-08,0.22437517451824526,0.22437517451824526,2.890596542681756e-08,True
star_edge_4,constant_width,maximum,1024,0.2243752034242107,0.22437517451824526,2.890596542681756e-08,0.22437517451824524,0.2243751745182453,0.0,True
